HIT ID	WORKER ID	HIT RATE	COMMENTS	BATCH
  31N9JPQXIPIHXBR2OW3KKHFCFVYNHG	  A1C8X6PGTOLSFA	  100% (1/1)	  GREENBERG AND IT IS VERY INTERESTING.	mtrack_loy 6
  31N9JPQXIPIHXBR2OW3KKHFCFVYNHG	  A2U7BF88OO68QN	  100% (1/1)	  GREENBERG VERY NICE AND GOOD TASK	mtrack_loy 6
  31N9JPQXIPIHXBR2OW3KKHFCFVYNHG	  A1R29S9DVWWY2X	  100% (2/2)	  GREENBERG	mtrack_loy 6
  31N9JPQXIPIHXBR2OW3KKHFCFVYNHG	  A3CIO03DHIR6K1	  100% (1/1)	  GREENBERG IT IS VERY NICE	mtrack_loy 6
  31N9JPQXIPIHXBR2OW3KKHFCFVYNHG	  A1PZUU7P95BF6Z	  100% (2/2)	  GREENBERG	mtrack_loy 6
 36FFXPMST9OZFWREPB3XZ6FH66UHOJ	  A30H28C1CN9YY1	  100% (1/1)	  TWAIN	mtrack_loy 7
  36FFXPMST9OZFWREPB3XZ6FH66UHOJ	  A1WAWEY2810TFN	  100% (1/1)	  TWAIN It took less than ten minutes. I genuinely do not know what you were testing - it seems too obvious to have been whether people hesitated or not in speech. I do not know either what the significance of the blue squares was	mtrack_loy 7
  36FFXPMST9OZFWREPB3XZ6FH66UHOJ	  A1PZUU7P95BF6Z	  100% (2/2)	  TWAIN	mtrack_loy 7
  36FFXPMST9OZFWREPB3XZ6FH66UHOJ	  AMQOY20HZIZCE	  100% (2/2)	  TWAIN	mtrack_loy 7
  36FFXPMST9OZFWREPB3XZ6FH66UHOJ	  A372NXW1PHZHA	  0% (0/1)	4251	mtrack_loy 7
  36FFXPMST9OZFWREPB3XZ6FH66UHOJ	  A110SC5K5Y3IHS	  100% (1/1)	  TWAIN Nonverbal queues are essential to the assessment of the verisimilitude of an utterance? Ie assessing a recording alone is a limited approach which 'removes listeners from the immediacy and interactivity that characterise a typical act of lying.' (Quote from the paper whose claims you are testing the veracity of?	mtrack_loy 7
  36FFXPMST9OZFWREPB3XZ6FH66UHOJ	  AO75W5YAI347B	  100% (1/1)	  TWAIN	mtrack_loy 7
  36FFXPMST9OZFWREPB3XZ6FH66UHOJ	  A20M9R65VFYZGM	  100% (2/2)	  TWAIN	mtrack_loy 7
  36FFXPMST9OZFWREPB3XZ6FH66UHOJ	  A3INBFVWDM4OFW	  100% (1/1)	  TWAIN	mtrack_loy 7
  3NSCTNUR2ZNYXZDIEQX69ESMCJ45A2	  AP8E6HNG1MQW3	  100% (1/1)	  SALINGER	mtrack_loy 8
  3NSCTNUR2ZNYXZDIEQX69ESMCJ45A2	  A1PZUU7P95BF6Z	  100% (3/3)	  SALINGER	mtrack_loy 8
  3NSCTNUR2ZNYXZDIEQX69ESMCJ45A2	  A6QQ0I9NEP8ZD	  67% (2/3)	  SALINGER	mtrack_loy 8
  3NSCTNUR2ZNYXZDIEQX69ESMCJ45A2	  ASMSCHRHB9FML	  100% (2/2)	  SALINGER took me a good 20 mins, testing if we could identify false statements though tone of voice.	mtrack_loy 8
  3NSCTNUR2ZNYXZDIEQX69ESMCJ45A2	  A30NENM4O6GCGA	  100% (1/1)	  SALINGER	mtrack_loy 8
  3NSCTNUR2ZNYXZDIEQX69ESMCJ45A2	  A5D5TMT8O7KWS	  0% (0/1)	  SALINGER	mtrack_loy 8
  3NSCTNUR2ZNYXZDIEQX69ESMCJ45A2	  A3T4SWIVIT1M8T	  100% (1/1)	  SALINGER	mtrack_loy 8
  3NSCTNUR2ZNYXZDIEQX69ESMCJ45A2	  A1YQYW5IXWXS4F	  100% (1/1)	  SALINGER	mtrack_loy 8
  3NSCTNUR2ZNYXZDIEQX69ESMCJ45A2	  A2LM86NOH6NLV	  100% (1/1)	  SALINGER	mtrack_loy 8
  37ZQELHEQ0Y3PPSDFTJXCMN8XODMNJ	  A6QQ0I9NEP8ZD	  67% (2/3)	  KEROUAC	mtrack_loy 9
  37ZQELHEQ0Y3PPSDFTJXCMN8XODMNJ	  AMQOY20HZIZCE	  100% (2/2)	  KEROUAC	mtrack_loy 9
  37ZQELHEQ0Y3PPSDFTJXCMN8XODMNJ	  A3EN925F3RNQWT	  0% (0/0)	  KEROUAC	mtrack_loy 9
  37ZQELHEQ0Y3PPSDFTJXCMN8XODMNJ	  APXXAHTYA3BN3	  0% (0/0)	  KEROUAC	mtrack_loy 9
  37ZQELHEQ0Y3PPSDFTJXCMN8XODMNJ	  A5D5TMT8O7KWS	  0% (0/1)	  KEROUAC	mtrack_loy 9
  37ZQELHEQ0Y3PPSDFTJXCMN8XODMNJ	  A1PNVYCV1ND3IB	  0% (0/0)	  KEROUAC Took about 10 minutes; I guess it's the effect of ers, ums, pauses and signs of uncertainty on our perception of speakers	mtrack_loy 9
  37ZQELHEQ0Y3PPSDFTJXCMN8XODMNJ	  A1X8UBJ3IA1T1	  0% (0/0)	  KEROUAC	mtrack_loy 9
  37ZQELHEQ0Y3PPSDFTJXCMN8XODMNJ	  A1VNV1899K7L05	  0% (0/0)	  KEROUAC It took me about 14 minutes. One of the choices (I think involving peanuts) failed to display, so I couldn't make a selection.	mtrack_loy 9
  38G0E1M85M5ZA26VQMWADDYFWFQUVC	  AAZHBOPJHKPE5	  0% (0/0)	  FROST	mtrack_loy 10
  38G0E1M85M5ZA26VQMWADDYFWFQUVC	  A317ODK9TPFT24	  0% (0/0)	  FROST	mtrack_loy 10
  38G0E1M85M5ZA26VQMWADDYFWFQUVC	  A27OP8C3IRZPH0	  0% (0/0)	  FROST	mtrack_loy 10
  38G0E1M85M5ZA26VQMWADDYFWFQUVC	  A25O4KQQFM5CSR	  0% (0/0)	  FROST	mtrack_loy 10
  38G0E1M85M5ZA26VQMWADDYFWFQUVC	  A2TF3ITVS2XXFV	  0% (0/0)	  FROST	mtrack_loy 10
  38G0E1M85M5ZA26VQMWADDYFWFQUVC	  A1Q0Q8FU9XCXYU	  0% (0/0)	  FROST	mtrack_loy 10
  38G0E1M85M5ZA26VQMWADDYFWFQUVC	  A1LBQT5SJI6F3R	  100% (2/2)	  FROST	mtrack_loy 10
  38G0E1M85M5ZA26VQMWADDYFWFQUVC	  A150BOXII7BKNP	  100% (1/1)	"  FROST The task took me 7 minutes to complete. The test could be around how different phrases accept how people view lies? and how different pauses or ""tells"" give the subject away"	mtrack_loy 10
  38G0E1M85M5ZA26VQMWADDYFWFQUVC	  A388BTZAXQ48O3	  100% (1/1)	  FROST	mtrack_loy 10
  3XDSWAMB22SBJ0TEIWH0DKD18NLCQ7	  A317ODK9TPFT24	  100% (2/2)	  MELVILLE	mtrack_loy 11
  3XDSWAMB22SBJ0TEIWH0DKD18NLCQ7	  A2B7SLWCVD08M4	  100% (1/1)	  MELVILLE	mtrack_loy 11
  3XDSWAMB22SBJ0TEIWH0DKD18NLCQ7	  A27OP8C3IRZPH0	  100% (2/2)	  MELVILLE	mtrack_loy 11
  3XDSWAMB22SBJ0TEIWH0DKD18NLCQ7	  A1Q0Q8FU9XCXYU	  100% (2/2)	  MELVILLE	mtrack_loy 11
  3XDSWAMB22SBJ0TEIWH0DKD18NLCQ7	  A25O4KQQFM5CSR	  100% (2/2)	  MELVILLE	mtrack_loy 11
  3XDSWAMB22SBJ0TEIWH0DKD18NLCQ7	  APD8A11HXR94C	  100% (1/1)	  MELVILLE	mtrack_loy 11
  3XDSWAMB22SBJ0TEIWH0DKD18NLCQ7	  AAZHBOPJHKPE5	  100% (2/2)	  MELVILLE	mtrack_loy 11
  3XDSWAMB22SBJ0TEIWH0DKD18NLCQ7	  A3EN925F3RNQWT	  100% (2/2)	  MELVILLE	mtrack_loy 11
  3XDSWAMB22SBJ0TEIWH0DKD18NLCQ7	  A29T04GZB3G6FK	  100% (1/1)	  MELVILLE	mtrack_loy 11
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  AEQERICZS261N	  100% (1/1)	  THOREAU Probably just testing something to do with the bonus rounds!	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A32BHMDA2GFFOC	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A2C8MG85WJYKVA	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A3EN925F3RNQWT	  100% (3/3)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A1JO4Z8LY6IDKB	  100% (3/3)	  THOREAU Task took about nine and a half minutes - assuming the test has something to do with how likely we are to think the person is lying when told that they're telling the truth half the time?	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A1LQSODJ1E706K	  100% (2/2)	  Completion Code: THOREAU It took about 6 minutes. I thing its a guess game(Luck).	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A9IRQ05LHE0KQ	  100% (2/2)	  THOREAU The task took 9.56min. i think the purpose is to measure the effect of intonation on perception of truthfulness.	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A334EHHK4GZN29	  100% (2/2)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  AMQOY20HZIZCE	  75% (3/4)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A18HYXPKP177S9	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  AP8E6HNG1MQW3	  100% (2/2)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A1L8MS88CH35ZP	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A2KIGN2RXEZ993	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  AAZHBOPJHKPE5	  100% (3/3)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A1TAM7CAKT4BH2	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  AGJLE5WTY7THM	  100% (1/1)	  THOREAU (i think the task took me about 17 mins i think they are trying to gauge our reactions to when we are being told the truth and otherwise )	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A317ODK9TPFT24	  100% (3/3)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A3PGAVMTF1Z8LP	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A1Q0Q8FU9XCXYU	  100% (3/3)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A1NQ86UDXZT5CR	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A18JD2MXWESMG7	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A3DD63B3AMQ9NP	  100% (1/1)	  THOREAU Took about 8 minutes to complete. Potentially testing for lie detection in how people phrase certain sentences.	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A1M0F9UU8VLL3R	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A2B7SLWCVD08M4	  100% (2/2)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A2BX0O03OQ4EJ5	  100% (2/2)	  THOREAU 12 mins	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A13TA3WX9VH0MM	  100% (2/2)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A3INBFVWDM4OFW	  100% (2/2)	  THOREAU Thanks for the opportunity, lots of fun. More please :)	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A30H28C1CN9YY1	  100% (2/2)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A1S795QOR5VMJ5	  100% (1/1)	  THOREAU Took me 11 minutes not sure what you were testing! Apart from if I could judge lying??	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  ASMSCHRHB9FML	  100% (3/3)	  THOREAU took 8 mins, experiment is regarding how we compute the sound of lies or truth.	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A3T1C4Q03Q1B71	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A25O4KQQFM5CSR	  100% (3/3)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A110SC5K5Y3IHS	  100% (2/2)	  THOREAU The task took around twenty minutes. Could be testing that it importance in non-verbal queues in assessing the veracity of an utterance by showcasing that their absence makes such assessments more difficult.	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A145FGS01EIF1Z	  100% (1/1)	  THOREAU 10 minutes. Effects of Disfluency.	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A2FHY8QSNNPM2S	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A1EEUA397IZZPX	  100% (1/1)	  THOREAU - took 10m 50s to complete. Would of been nice to see the scores at the end again. I don't know how well I did against other people which was suggested at the beginning if I could beat some of the scores. Reaction speed possible as well as understanding of inflection in the voice	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A3AMI1W60IJLYJ	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A251OE5PDBXVV1	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A3UA4DNJFUNQ44	  100% (3/3)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  ALK53VJY2AM0O	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  AWGFLO4K32OVJ	  0% (0/0)	  THOREAU Around 10 minutes. It made me think how easy it is to lie! And how trusting we have to be.	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A2Z9Z0D8IASTKK	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  APXXAHTYA3BN3	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A28ULVCB6OYU3O	  0% (0/0)	  Code: THOREAU It took about ten minutes. I think it was to see if we can see how truthful people are based on the sound of their voice.	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A1D8QW5F2RXVXZ	  0% (0/0)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A24UW5LJPVNWA9	  0% (0/0)	  THOREAU I think I improved my deception detecti...	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A26FOB7B8AG3MI	  0% (0/0)	  THOREAU ..testing the linquistic to check how a person communication can influence a listeners interpretation	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A1KD64K2S701VD	  0% (0/0)	  THOREAU The task took me 10 minutes, I think you are testing how people hide the truth in the tone of their voice. Thanks	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  APZDO5ZO0EEL6	  0% (0/0)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A1PNVYCV1ND3IB	  100% (1/1)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  AJ3DW4K1APMFA	  0% (0/0)	  THOREAU Did not take very long. No idea what was being tested. Perhaps whether people what someone is saying if they hesitate or go 'um' before speaking?	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A3PIDY15ODYS8	  0% (0/0)	  THOREAU	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A1LBQT5SJI6F3R	  67% (2/3)	  THOREAU (It took me almost 14 min to complete)	mtrack_loy 15
  3D4BBDG7ZHWJCZNCKL540CKQYYKC3N	  A3RKMZRUZ5AXOQ	  0% (0/0)	  THOREAU	mtrack_loy 15
				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
 				
